序号,园区名称,入驻企业,园区面积(亩),特色产业,园区位置,所属省,所属市,所属区县
2194,麦腾365众创小镇,120,,特色小镇,上海市宝山区纪蕴路588号,上海市,,宝山区
2195,博硕创意园,115,,,上海市浦东新区峨山路633号,上海市,,浦东新区
2196,虹桥智谷科创园区,115,,,上海市长宁区长宁路1033号联通大厦,上海市,,长宁区
2197,华沃智能自助产业基地,113,,,上海市闵行区景联路439号4号楼A区202室,上海市,,闵行区
2198,上海环球经济城,113,,,上海市嘉定区南翔镇真南路4268号3号楼三楼,上海市,,嘉定区
2199,城郊经济开发区,112,,,华青南路485号,上海市,,青浦区
2200,上海富利经济城(纪翟路),111,,,上海市闵行区纪翟路2788号2-15栋附近,上海市,,闵行区
2201,复旦大学科技园国科基地,109,,国家大学,控江路1029弄(黄兴路地铁站1号口步行460米),上海市,,杨浦区
2202,上海金童医疗产业园,106,,医疗,上海市奉贤区八字桥路1318号F幢,上海市,,奉贤区
2203,长宁德必易园,106,,,上海市长宁区安化路492号,上海市,,长宁区
2204,宝马初创车库联合创新基地,105,,,上海市浦东新区新金桥路1348号3-7层,上海市,,浦东新区
2205,宝经经济开发区,105,,,上海市宝山区海江路449号临附近,上海市,,宝山区
2206,上海科技企业孵化器,105,,,上海市浦东新区科苑路151号华强大厦,上海市,,浦东新区
2207,宏慧盟智园,104,,,上海市黄浦区蒙自路206号(近丽园路),上海市,,黄浦区
2208,上海钢铁金融产业园,103,,金融,上海市宝山区双城路803弄-9号宝莲城,上海市,,宝山区
2209,奉贤区农村综合帮扶产业孵化基地,103,,,上海市奉贤区汇丰北路1515弄,上海市,,奉贤区
2210,东华大学国家大学科技园(新华路),102,,国家大学,上海市长宁区新华路365弄6号,上海市,,长宁区
2211,上海智慧岛数据产业园东滩智慧孵化园,101,,,上海市崇明区层海路888号,上海市,,崇明区
2212,双泽缘创业园,101,,,上海市闵行区莘庄镇黎安路669号双泽缘便利店,上海市,,闵行区
2213,上海对冲基金园区,99,,基金,上海市虹口区四川北路859号中信广场F1,上海市,,虹口区
2214,中环电商产业园,99,,电子商务,上海市普陀区真北路3187-3号,上海市,,普陀区
2215,东朔·数字港,98,,,上海市闵行区申昆路1999号3号楼,上海市,,闵行区
2216,名企公馆,97,,,上海市松江区新桥镇泗砖南路,上海市,,松江区
2217,静安江宁创业园区,97,,,上海市静安区海防路555号同乐坊2号楼,上海市,,静安区
2218,邬西工业开发园区,95,,,上海市奉贤区大叶公路1885号,上海市,,奉贤区
2219,智慧七立方,95,,,上海市宝山区同济支路199号,上海市,,宝山区
2220,浦东潍坊开业园区,94,,,上海市浦东新区张家浜路37弄4号,上海市,,浦东新区
2221,创业之家,93,,,上海市杨浦区锦嘉路88号,上海市,,杨浦区
2222,创智天地1期,93,,,上海市杨浦区淞沪路270号,上海市,,杨浦区
2223,艺谷文化创意产业园,93,,"文化,文化创意",上海市嘉定区沪宜公路1082号,上海市,,嘉定区
2224,徐汇文化影视创意园,92,,"文化,影视",上海市徐汇区石龙路345弄3号,上海市,,徐汇区
2225,上海市科普产业孵化基地,91,,,上海市虹口区四川北路1919号前台,上海市,,虹口区
2226,玉海棠孵化园,90,,,上海市崇明区三星镇海平村公路界河桥下,上海市,,崇明区
2227,上海玉海棠科技园区,90,,,上海市崇明区大平村1389号,上海市,,崇明区
2228,XNode静安空间,90,,,上海市静安区延安西路129号华侨大厦5、9层,上海市,,静安区
2229,黄浦开业园区,90,,,上海市黄浦区普育东路227号,上海市,,黄浦区
2230,XNode创业加速器,89,,,上海市静安区乌鲁木齐北路与延安西路交叉口东南50米,上海市,,静安区
2231,国科(上海)国际创新产业基地,88,,,上海市虹口区峨眉路315号,上海市,,虹口区
2232,E构空间信息产业园区,87,,,上海市静安区洛川中路840号,上海市,,静安区
2233,伊泰利生命健康科技园(伊泰利大厦),86,,健康,上海市徐汇区肇嘉浜路466弄1号,上海市,,徐汇区
2234,群鼎服饰设计园,86,,服装,上海市青浦区白鹤镇鹤朋路355号(青龙小镇)1号楼二楼,上海市,,青浦区
2235,上海创意产业集聚区传媒文化园,79,,文化,上海市静安区昌平路1000号,上海市,,静安区
2236,3乐空间,78,,,上海市静安区淮安路735号,上海市,,静安区
2237,七宝国际智慧园区,76,,,上海市闵行区七宝镇新龙路1333弄3号楼底,上海市,,闵行区
2238,上海杨浦商贸集团管理经济园区,76,,,上海市杨浦区延吉中路65号,上海市,,杨浦区
2239,杨浦区商业委员会商业管理经济园区,76,,,上海市杨浦区延吉中路65号,上海市,,杨浦区
2240,忞睿创意园,75,,,上海市徐汇区钦州路665号673号附近,上海市,,徐汇区
2241,三乐园区,75,,,上海市静安区淮安路717号,上海市,,静安区
2242,冬青树文化创意园,75,,"文化,文化创意",上海市浦东新区杨新路61-1号,上海市,,浦东新区
2243,上海文化信息产业园,75,,文化,上海市嘉定区宝安公路2999弄,上海市,,嘉定区
2244,上海杨浦留学人员创业园,74,,,上海市杨浦区大学路243号,上海市,,杨浦区
2245,江南智造·宏欣科技园,74,,智能制造,瞿溪路691号,上海市,,黄浦区
2246,云仓复合型电商创意园,73,,电子商务,上海市静安区灵石路891号,上海市,,静安区
2247,云谷电商创业园,73,,电子商务,上海市静安区灵石路885号,上海市,,静安区
2248,科邦工业园,73,,工业园,上海市松江区北闵路671号,上海市,,松江区
2249,上海市五角场高新技术产业园,72,,,上海市杨浦区翔殷路隧道与中环路交叉口东南方向150米,上海市,,杨浦区
2250,79意库文化创意园区,72,,"文化,文化创意",上海市闵行区光华路68号,上海市,,闵行区
2251,九高智能科技园,72,,,上海市松江区莘砖公路与泗砖南路交叉路口往西北约80米,上海市,,松江区
2252,由度工坊,70,,,金桥开发区川桥路401号,上海市,,浦东新区
2253,康琳创意园,68,,,上海市浦东新区北蔡镇杨高南路2875号1幢,上海市,,浦东新区
2254,魏晋产业园,67,,,上海市奉贤区八字桥路,上海市,,奉贤区
2255,友东路工业园区,67,,工业园,上海市闵行区友东路237号,上海市,,闵行区
2256,吴淞开发区,66,,,上海市宝山区铁力路1501号附近,上海市,,宝山区
2257,杨浦区大学生(青年)创业园,65,,,上海市杨浦区隆昌路619号城市概念园8号楼北区C07室,上海市,,杨浦区
2258,界龙总部园,65,,,上海市浦东新区杨高中路2112号,上海市,,浦东新区
2259,智源谷创意园,63,,,桂平路471号,上海市,,徐汇区
2260,锦和越界枫林Link,62,,,枫林路485号,上海市,,徐汇区
2261,4221工业园,61,,工业园,上海市闵行区龙吴路4221号,上海市,,闵行区
2262,新微智谷,61,,,上海市长宁区定西路1328号,上海市,,长宁区
2263,上海织名实业有限公司工业园区,60,,工业园,上海市嘉定区思诚路1388号,上海市,,嘉定区
2264,九润科创园,59,,,上海市松江区沪松公路1658号,上海市,,松江区
2265,2577创意大院,59,,,上海市徐汇区龙华路2577号(近龙华寺),上海市,,徐汇区
2266,上海人力资源服务产业园区创新园,59,,人力资源,上海市静安区中兴路与大统路交叉口西约80米,上海市,,静安区
2267,万昌隆科创园,59,,,上海市闵行区景联路398号,上海市,,闵行区
2268,硅谷(上海)科技园区,58,,,上海市奉贤区望园路与岚丰路交叉口西北方向120米,上海市,,奉贤区
2269,市北国际科创社区人工智能产业中心,58,,人工智能,南北高架路出口与共和新路辅路交叉口南220米,上海市,,静安区
2270,智尚园,56,,,上海市长宁区杨宅路258号,上海市,,长宁区
2271,爱联电商建材创意园,56,,"电子商务,建材",上海市浦东新区航鹤路2268号,上海市,,浦东新区
2272,南汇现代农业园区,56,,现代农业,上海市浦东新区拱极东路3121号,上海市,,浦东新区
2273,上海爱联电商创业孵化基地,56,,电子商务,上海市浦东新区航鹤路2268号,上海市,,浦东新区
2274,上海虹霞实业公司工业园区(虹中路),55,,工业园,上海市闵行区虹桥镇虹中路115号,上海市,,闵行区
2275,88号科创园,53,,,上海市奉贤区金聚路88附近,上海市,,奉贤区
2276,182花园办公,53,,,上海市闵行区莘庄镇七莘路182号,上海市,,闵行区
2277,张江虹口园智慧健康医疗产业基地,53,,"健康,医疗",上海市虹口区中山北一路1111号张江虹口园,上海市,,虹口区
2278,上海莲花生产性服务业功能区,52,,,上海市闵行区梅陇镇沪光东路87号,上海市,,闵行区
2279,老外街国际文创生活园,51,,"文化,文化创意",上海市闵行区虹许路731号(近虹梅路),上海市,,闵行区
2280,上海长白经济园区晟华工业园,50,,工业园,上海市杨浦区松花江路99号,上海市,,杨浦区
2281,趣拿零售(800SHOW点),50,,,上海市静安区常德路800号800SHOW园区B5栋创意园1层大厅,上海市,,静安区
2282,华东大学国家大学科技园,50,,国家大学,上海市长宁区武夷路附近,上海市,,长宁区
2283,大树下680数字园,50,,,上海市虹口区水电路682号,上海市,,虹口区
2284,同乐坊,50,,,上海市静安区海防路555号,上海市,,静安区
2285,铭天下创意园区,49,,,上海市徐汇区徐家汇桂林路907号,上海市,,徐汇区
2286,上海信息服务外包产业园聚源基地,49,,,上海市静安区虬江路1000号聚源大厦,上海市,,静安区
2287,中国浦发国机园区,48,,,金吉路778号(金吉路地铁站1号口步行460米),上海市,,浦东新区
2288,智慧谷亲子文体成长中心.长风园区,48,,,上海市普陀区宁夏路338号,上海市,,普陀区
2289,华文视讯总部产业园,47,,,上海市奉贤区Y368(金海公路),上海市,,奉贤区
2290,松江电子商务园区,47,,电子商务,上海市松江区三新北路1800弄23号,上海市,,松江区
2291,伟创·禾谷科创园,47,,,万里路东150米,上海市,,闵行区
2292,上海三星开发区,46,,,上海市静安区民德路与永兴路交叉口东南方向100米,上海市,,静安区
2293,满松创新园,45,,,上海市浦东新区川周公路3128号,上海市,,浦东新区
2294,尚馥·骊湾88文化创意园,45,,"文化,文化创意",上海市浦东新区三林镇杨新路88号,上海市,,浦东新区
2295,吴淞街道创业园区,45,,,上海市宝山区泗东路与淞兴西路交叉口北约40米,上海市,,宝山区
2296,创意园区,45,,,杨新路88号,上海市,,浦东新区
2297,德必法华525,45,,,法华镇路525号,上海市,,长宁区
2298,上海市文化创意产业园区(昌化路),44,,"文化,文化创意",上海市静安区昌化路667号,上海市,,静安区
2299,天地软件园(南园),44,,IT软件,同普路与真光路交叉口东80米,上海市,,普陀区
2300,128科创园,44,,,一二八缅怀路401号,上海市,,宝山区
2301,创意园区,44,,,新桥镇银都西路215号,上海市,,松江区
2302,上海800SHOW,43,,,上海市静安区常德路800号(近昌平路),上海市,,静安区
2303,上海璨新科创园,43,,,上海市松江区博安路288号,上海市,,松江区
2304,上海三迪工业园,43,,工业园,上海市奉贤区大叶公路6958号,上海市,,奉贤区
2305,中国宝武产业金融集聚区,42,,金融,浦电路370号,上海市,,浦东新区
2306,云景德必易园,42,,,冠生园路393号,上海市,,徐汇区
2307,上海市奉贤区南桥江海经济园区办事处,42,,,上海市闵行区莘东路与莘谭路交叉口北约40米,上海市,,闵行区
2308,运迈(金桥)科技园,42,,,上海市浦东新区金沪路1228-1230,上海市,,浦东新区
2309,霍通科技园,42,,,上海市松江区留业路100号附近,上海市,,松江区
2310,德必芳华陆家嘴互联网创新基地,42,,互联网,上海市浦东新区芳华路139号芳华德必,上海市,,浦东新区
2311,虹口都市型工业楼宇,41,,,上海市虹口区通州路与岳州路交叉口东北方向40米,上海市,,虹口区
2312,杨浦·复旦科技园科创创新中心,41,,,上海市杨浦区四平路1779号,上海市,,杨浦区
2313,创意办公园区,41,,,上海市宝山区同泰北路复旦大学附属中山医院吴淞医院西侧,上海市,,宝山区
2314,上海市工业综合开发区庄行工业园,40,,工业园,浦卫公路3398号29幢,上海市,,奉贤区
2315,金穗园区,40,,,上海市浦东新区金穗路1501号,上海市,,浦东新区
2316,上海张江创意设计园,40,,,上海市浦东新区张江高科技园区祖冲之路1559号,上海市,,浦东新区
2317,德必世纪WE,39,,,浦北路6号,上海市,,徐汇区
2318,交科医疗健康产业园,39,,"健康,医疗",上海市松江区泗泾镇米易路166号,上海市,,松江区
2319,抱家燕汇谷智慧产业园,38,,,春常路142号,上海市,,闵行区
2320,上虹产业园区(紫乐路),38,,,上海市闵行区虹中路359-361号,上海市,,闵行区
2321,恒规科技园,37,,,上海市奉贤区袁家宅路188号,上海市,,奉贤区
2322,恒大长青坊创意园,37,,,上海市浦东新区三林镇长清路507-517号,上海市,,浦东新区
2323,张江信息园,37,,,上海市浦东新区金科路2966号(近祖冲之路),上海市,,浦东新区
2324,万源创意园,36,,,上海市静安区万航渡路731号,上海市,,静安区
2325,上海华盛工业园,36,,工业园,上海市浦东新区盐仓浦红西路18号,上海市,,浦东新区
2326,万事发医疗器械产业园,36,,医疗器械,崧建路西40米,上海市,,青浦区
2327,上海普发绘图仪器总厂创意园,36,,,上海市徐汇区桂林路400号,上海市,,徐汇区
2328,上海书乐工业园区,36,,工业园,上海市徐汇区斜土路2897弄50号,上海市,,徐汇区
2329,科技孵化创业园,36,,,华志路与新协路交叉口西240米,上海市,,青浦区
2330,城市应急科技园区,36,,,上海市徐汇区平江路48-1号,上海市,,徐汇区
2331,酷布科创中心,36,,,智翔路与芳礼路交叉口西北80米,上海市,,嘉定区
2332,慧顺科技园,35,,,上海市长宁区番禺路381号,上海市,,长宁区
2333,绿亮科创园,35,,,上海市虹口区东余杭路375号,上海市,,虹口区
2334,上海智造产业园,35,,智能制造,上海市松江区书海路99号,上海市,,松江区
2335,上海宝山大学科技园科创会客厅,35,,国家大学,上海市宝山区同济路69号t7商务楼28楼,上海市,,宝山区
2336,上海西部经济城(城中东路),35,,,上海市青浦区城中东路588号5层,上海市,,青浦区
2337,永久1940·iHUB创意产业园,34,,,上海市宝山区真大路560号,上海市,,宝山区
2338,金岸610,34,,,上海市静安区恒丰路610号,上海市,,静安区
2339,虹泾鑫汇园,34,,,上海市青浦区徐乐路333弄,上海市,,青浦区
2340,满松科创园,34,,,上海市浦东新区曹路镇民风路258号,上海市,,浦东新区
2341,甄利产业园,34,,,互邦路与向阳路交叉口西北20米,上海市,,闵行区
2342,浦东新区赵高公路金光工业区,32,,,上海市浦东新区赵高公路1578号,上海市,,浦东新区
2343,灏唯滨江智创园,32,,,上海市宝山区友谊路318号,上海市,,宝山区
2344,嘉定经济城,32,,,上海市浦东新区北蔡镇沪南路671号,上海市,,浦东新区
2345,上海奉南科技产业园,32,,,展发路58号,上海市,,奉贤区
2346,真大城市冷链物流园,32,,"冷链物流,物流园",上海市宝山区真大路476号,上海市,,宝山区
2347,医疗器械产业园,32,,医疗器械,西粮库路与亭枫公路交叉处北140米,上海市,,金山区
2348,北虹桥金融产业园,31,,金融,上海市嘉定区鹤旋路99号,上海市,,嘉定区
2349,T9创意园,31,,,上海市静安区共和新路925,上海市,,静安区
2350,上海市宝山区吴淞科技园3期,30,,,上海市宝山区盘古路727号,上海市,,宝山区
2351,上海张江高科技园区(新前路),30,,,龙东大道3000号,上海市,,浦东新区
2352,上海贤韵文化创意产业园,30,,"文化,文化创意",上海市奉贤区解放中路466号北楼A幢,上海市,,奉贤区
2353,财景新地·海纳创联产业园,30,,,延安西路1538号,上海市,,长宁区
2354,鹏信都市型工业园区,29,,工业园,上海市静安区西藏北路489,上海市,,静安区
2355,联合谷集社,29,,,上海市黄浦区长乐路462号2楼,上海市,,黄浦区
2356,美哈医药集团,29,,医药,上海市奉贤区芝云路168号,上海市,,奉贤区
2357,鹿园工业区,29,,,上海市浦东新区鹿溪路518号,上海市,,浦东新区
2358,天华软件园,29,,IT软件,上海市徐汇区凯旋南路与龙田路交叉口西南方向80米,上海市,,徐汇区
2359,开伦881创意园,28,,,上海市静安区武定路881号,上海市,,静安区
2360,歆翱科创园,28,,,上海市松江区卖新公路834附近,上海市,,松江区
2361,上海市康复辅助器具产业园,28,,,上海市青浦区诸光路虹桥世界中心L1A座,上海市,,青浦区
2362,尊木汇园区综合区,28,,,宝安公路101号靠近,上海市,,宝山区
2363,1905国际数娱影视产业园,28,,影视,上海市松江区车嘉路180号,上海市,,松江区
2364,祁连产业园,28,,,上海市松江区新界路1西60米,上海市,,松江区
2365,叁零启创园,28,,,拱极路2626弄38号,上海市,,浦东新区
2366,上纺物业·荣瑞园区,27,,,上海市静安区余姚路420号1号楼,上海市,,静安区
2367,福泉山工业区,27,,,上海市青浦区重固镇福泉山园区支路,上海市,,青浦区
2368,平凉为邦经济园区,27,,,上海市杨浦区平凉路720号6号楼后门,上海市,,杨浦区
2369,上海宝山工业园区北郊开发区,27,,工业园,上海市宝山区淞宝路87号,上海市,,宝山区
2370,外高桥保税区文化合作创意基地,27,,"保税区,文化",上海市浦东新区慈善街51号附近,上海市,,浦东新区
2371,松蒸工业园,27,,工业园,上海市松江区松蒸公路1518号,上海市,,松江区
2372,自贸壹号Simbay Park(二期),27,,,上海市浦东新区华申路215号,上海市,,浦东新区
2373,上海市奉贤区青村镇青港园区办事处,27,,,上海市闵行区七莘路2841号万兆一品街·金座3层303室,上海市,,闵行区
2374,翼贇实业(上海)有限责任公司,26,,,上海市浦东新区康桥东路688号一幢1501室,上海市,,浦东新区
2375,海滨科工贸发展园区,26,,,上海市宝山区淞青路155弄26-46号,上海市,,宝山区
2376,奉贤开发区,26,,,吴中路729号,上海市,,闵行区
2377,杨浦延吉开业园区,26,,,上海市杨浦区延吉一村16号,上海市,,杨浦区
2378,奉贤区供销社经济园区,26,,,上海市奉贤区南桥镇立新路281-289号,上海市,,奉贤区
2379,静安开业园区石二分区,26,,,上海市静安区西苏州路53号,上海市,,静安区
2380,上海建设经济开发区医疗器械园区,26,,医疗器械,建设镇蟠南村五队530号,上海市,,崇明区
2381,神农氏生态办公园,26,,,上海市浦东新区金桥镇金沪路1220号3楼,上海市,,浦东新区
2382,君宝科创园,26,,,上海市嘉定区汇仁路1899号,上海市,,嘉定区
2383,张江创业工坊Vπ空间,26,,,上海市浦东新区张江高科技园区张江园区碧波路635号传奇广场南区二楼,上海市,,浦东新区
2384,上海市奉贤区华严开发区,25,,,上海市奉贤区华严开发区沪发路88号,上海市,,奉贤区
2385,上海庙镇经济开发区,25,,,上海市崇明区苇香路,上海市,,崇明区
2386,盛醒Same Wak创意办公园区,25,,,上海市静安区南苏州路1455号,上海市,,静安区
2387,宇培智慧物流产业园,25,,"物流园,智能物流",上海市闵行区申昆路1999号,上海市,,闵行区
2388,上海建设经济开发区,25,,,上海市崇明区城桥镇翠竹路1688弄10号楼3层,上海市,,崇明区
2389,朝顺商务园区,25,,,上海市静安区天通庵路301号,上海市,,静安区
2390,新业坊·乐居里,24,,,上海市浦东新区云山路688号,上海市,,浦东新区
2391,上海汇昌电子商务园,24,,电子商务,上海市松江区施惠路259号,上海市,,松江区
2392,枫林创意二期,24,,,上海市徐汇区中山南二路510号,上海市,,徐汇区
2393,美千居创意园区,24,,,上海市浦东新区庭安路479号附近,上海市,,浦东新区
2394,上海市创意产业集聚区,24,,,上海市徐汇区桂林路与漕宝路交叉口西北方向160米,上海市,,徐汇区
2395,上海创意产业集聚区创意仓库,24,,,上海市静安区光复路1号、光复路195号等,上海市,,静安区
2396,爱建创业园,24,,,上海市普陀区交暨路152号,上海市,,普陀区
2397,上海机床科技工业园,23,,工业园,上海市静安区淮安路681号,上海市,,静安区
2398,盛醒Same Wak创意园,23,,,上海市静安区南苏州路1455号,上海市,,静安区
2399,奉贤区社会组织孵化基地,23,,,上海市奉贤区新建西路219号,上海市,,奉贤区
2400,窗钩创意园,23,,,上海市静安区昌平路1000号,上海市,,静安区
2401,AURORA互联网产业集群,23,,互联网,上海市松江区广富林路4855弄大业领地37号楼,上海市,,松江区
2402,茸全科创园,23,,,上海市松江区文翔路352号4幢,上海市,,松江区
2403,上海游龙新媒体视频产业基地,23,,,新春路20号,上海市,,浦东新区
2404,上海贵人太阳能科技有限公司工业园区,23,,"工业园,光伏",上海市松江区金玉路998号,上海市,,松江区
2405,八元桥创新创业园,22,,,上海市浦东新区秀沿路1668号,上海市,,浦东新区
2406,上海动漫衍生产业园(上大路),22,,动漫,上海市宝山区大场镇上大路1号,上海市,,宝山区
2407,IBP尚品都汇,22,,,上海市长宁区通协路268号,上海市,,长宁区
2408,上海三叶产业园,22,,,三叶路与三达支路交叉口南100米,上海市,,闵行区
2409,浦东大团医疗产业园,22,,医疗,上海市浦东新区洪通路45号,上海市,,浦东新区
2410,上海农艺科创园,22,,,上海市松江区许村路与三村路交叉口北约120米,上海市,,松江区
2411,智地创达科技园,22,,,沪青平公路3938弄72号楼,上海市,,青浦区
2412,小马创业村,22,,,武进路456号2幢2层,上海市,,虹口区
2413,民丰科创园,22,,,上海市松江区徐塘路58号,上海市,,松江区
2414,红树林现代金融产业城,22,,金融,上海市浦东新区锦康路258号陆家嘴世纪金融广场5号楼,上海市,,浦东新区
2415,上海工艺美术创意园区,21,,,上海市徐汇区钦州路528号6楼,上海市,,徐汇区
2416,荣潮汽车园(微衡置业),21,,汽车,上海市浦东新区南六公路1201,上海市,,浦东新区
2417,越界智汇园,21,,,呼兰路799号,上海市,,宝山区
2418,诚屹创业园区,21,,,上海市杨浦区江浦路2117号,上海市,,杨浦区
2419,上海海宝科技园,21,,,上海市宝山区顾村镇顾太路98号,上海市,,宝山区
2420,柴格创客天地,20,,,上海市浦东新区康桥路888号,上海市,,浦东新区
2421,视觉园,20,,,上海市徐汇区瑞金南路500号,上海市,,徐汇区
2422,上海人脉精英科创中心江宁园,20,,,江宁路与淮安路交叉口东北50米,上海市,,静安区
2423,尚熹科创产业园,20,,,真大路510号,上海市,,宝山区
2424,武胜智慧科创园,20,,,上海市奉贤区科工路888号,上海市,,奉贤区
2425,窝适微创,19,,,上海市杨浦区国定路506号,上海市,,杨浦区
2426,睦晖产业园,19,,,上海市浦东新区航头镇航南公路1018号,上海市,,浦东新区
2427,惠南科技文化创业基地,19,,文化,上海市浦东新区靖海路2号(惠薪创业孵化产业园),上海市,,浦东新区
2428,百新创意园,19,,,上海市宝山区高境镇殷高路23弄20号,上海市,,宝山区
2429,静安江宁科创,19,,,上海市静安区淮安路838号,上海市,,静安区
2430,上海瀚庭产业园,19,,,上海市静安区天通庵路506号,上海市,,静安区
2431,新联坊孵化园,19,,,上海市长宁区宣化路290号,上海市,,长宁区
2432,优禾创业园,19,,,宣春路158号,上海市,,浦东新区
2433,闽瑞科创园,19,,,上海市金山区亭卫公路9299弄238号,上海市,,金山区
2434,上海交大慧谷信息园,19,,,上海市徐汇区番禺路951-3号,上海市,,徐汇区
2435,海欣智能装备孵化园,19,,高端装备,振业路186号附近,上海市,,松江区
2436,乾景科技园,19,,,上海市闵行区莘庄镇七莘路50号,上海市,,闵行区
2437,青浦朱家角创业园,18,,,上海市青浦区酒龙路281号附近,上海市,,青浦区
2438,CUBEWORK闵行园区,18,,,上海市闵行区沪闵路2051号,上海市,,闵行区
2439,上海民政信息科技园,18,,,上海市杨浦区江浦路2100号,上海市,,杨浦区
2440,老家酸菜鱼E通世界科技园,18,,,上海市青浦区华新镇华隆路1777号e通世界科技园F座103A,上海市,,青浦区
2441,绘声绘色创意空间青浦创意园区,18,,,上海市青浦区青湖路1064号绘声绘色创意空间青浦旗舰店,上海市,,青浦区
2442,凯达园区,18,,,上海市静安区虬江路1078号,上海市,,静安区
2443,国家音乐产业基地上海虹口园区,18,,音乐,上海市虹口区辽宁路46号D栋,上海市,,虹口区
2444,西藏自治区文化产业示范基地,18,,文化,上海市徐汇区衡山路与高安路交叉口西北50米,上海市,,徐汇区
2445,上海临港检验检测科技产业园,18,,,上海市浦东新区云端路1566弄7号,上海市,,浦东新区
2446,上海富盛经济开发区创智园,18,,,上海市崇明区新薇路东150米,上海市,,崇明区
2447,市京体育产业园,18,,体育,上海市杨浦区民京路781号,上海市,,杨浦区
2448,探奥科技工业园,18,,工业园,上海市松江区沪松公路3805号,上海市,,松江区
2449,118空间创意园,17,,,上海市浦东新区沈庄村沈杜公路118号,上海市,,浦东新区
2450,上海·浦东张江园区,17,,,上海市浦东新区紫薇路与古桐南路交叉口东北约140米,上海市,,浦东新区
2451,上海市科技企业孵化器(昌化路),17,,,上海市普陀区昌化路928附近,上海市,,普陀区
2452,宝邮坊,17,,,上海市宝山区同济路343号,上海市,,宝山区
2453,程居创业园,17,,,上海市浦东新区建设路78号,上海市,,浦东新区
2454,优麦文创园,17,,"文化,文化创意",恒西路18号(江月路地铁站2号口步行480米),上海市,,闵行区
2455,南勤物流园,17,,物流园,上海市长宁区新泾镇绥宁路628号,上海市,,长宁区
2456,上海古猗园经济城,17,,,东方路1486号(蓝村路口)(蓝村路地铁站3号口旁),上海市,,浦东新区
2457,发美利科创园,16,,,上海市闵行区元科路155号,上海市,,闵行区
2458,169科创园,16,,,上海市闵行区曹建路169号,上海市,,闵行区
2459,思源创新园,16,,,上海市闵行区沧源路1200号,上海市,,闵行区
2460,堡镇工业区医疗器械产业园,16,,医疗器械,堡镇合五公路841号,上海市,,崇明区
2461,闿和·长江源创意创业文化园,16,,文化,上海市宝山区长江路43号,上海市,,宝山区
2462,大学城青年创业孵化基地,16,,,上海市松江区文汇路与龙城路交叉口东约80米,上海市,,松江区
2463,中城智造·长江源,16,,智能制造,上海市宝山区长江路43-A号,上海市,,宝山区
2464,南翔电子商务产业园,16,,电子商务,上海市嘉定区胜辛南路355弄55号,上海市,,嘉定区
2465,三贡产业园,16,,,品星路与青灵路交叉口东260米,上海市,,奉贤区
2466,柘林镇新申经济园区,15,,,上海市奉贤区沪杭公路2451号,上海市,,奉贤区
2467,捷虹科技园,15,,,淳朴路351号,上海市,,浦东新区
2468,大学生就业创业基地杨浦都市经济院区分园,15,,,上海市杨浦区民京路960号2幢附近,上海市,,杨浦区
2469,上海L777新媒体产业园区,15,,,上海市徐汇区龙吴路777新媒体产业园,上海市,,徐汇区
2470,启变科创园,15,,,春北路566号,上海市,,闵行区
2471,上纺物业·南汇园区,15,,,上海市浦东新区沪南公路7224弄58号,上海市,,浦东新区
2472,鼎红综合创业园,15,,,陈春公路989号,上海市,,松江区
2473,中星创意园,15,,,上海市松江区广富林街道龙腾路1015弄2号楼,上海市,,松江区
2474,上海新农经济园区,15,,,上海市金山区罗星南路208号,上海市,,金山区
2475,汤米创意园,15,,,上海市徐汇区石龙路321号,上海市,,徐汇区
2476,新业坊5G创新产业园,15,,,上海市虹口区广粤支路1号,上海市,,虹口区
2477,普陀长风开业园区,14,,,上海市普陀区白玉路454号,上海市,,普陀区
2478,国豪文化创意园,14,,"文化,文化创意",沪松公路3866号,上海市,,松江区
2479,松江区九亭镇经济开发区,14,,,嘉闵高架路入口与伴亭路交叉口西260米,上海市,,松江区
2480,上海自贸区国际生物医药科创中心,14,,"生物医药,医药",荷丹路240-242号,上海市,,浦东新区
2481,598创业园,14,,,上海市闵行区光华路724附近,上海市,,闵行区
2482,上海市莘庄工业区(联农路),14,,,上海市闵行区联农路589号,上海市,,闵行区
2483,上海虹桥经济技术开发区,14,,,上海市长宁区仙霞路137正西方向100米,上海市,,长宁区
2484,上海力登工业园,14,,工业园,上海市松江区叶新公路999号,上海市,,松江区
2485,筑茂园元江路园区,14,,,上海市闵行区元江路5116号,上海市,,闵行区
2486,智创归谷科创园,14,,,上海市嘉定区新徕路468号,上海市,,嘉定区
2487,奥帛金汇科创园,14,,,上海市奉贤区金汇镇金闸公路959弄58号,上海市,,奉贤区
2488,小区(共富路),14,,,上海市宝山区共富路50号附近,上海市,,宝山区
2489,庙行镇电子商务示范基地,14,,电子商务,上海市宝山区庙行镇长江西路2687号,上海市,,宝山区
2490,韵博百旗文创园,14,,"文化,文化创意",茸北路551号,上海市,,松江区
2491,华亭私营中心孵化器,13,,,嘉行公路与塔桥一路交叉口西北60米,上海市,,嘉定区
2492,同致汽配科技园,13,,,上海市松江区九亭镇寅西路388号,上海市,,松江区
2493,民振物流园,13,,物流园,上海市嘉定区马陆镇嘉新公路688号,上海市,,嘉定区
